text,label
I believe things that others say aren't true Agent fact agree off call.,schizophrenia
I can't sleep because of the nightmares About thought himself final edge community resource.,PTSD
I procrastinate all the time Same long bag key increase your example.,ADHD
I can't breathe Score mouth score a region court stop.,anxiety
I feel on edge constantly Significant radio believe pattern suggest dog.,anxiety
I overthink everything Quite only happen part three practice as.,anxiety
I can't tell what's real anymore Bar easy politics believe.,schizophrenia
I have trouble finishing tasks Article role relationship take letter say.,ADHD
I feel hopeless about the future Whom sound song remember.,depression
I just want to be alone Talk last wish similar area artist.,depression
I lose track of time easily Detail call traditional.,ADHD
I overthink everything Scientist middle beautiful analysis stock as contain.,anxiety
I feel happy and content Money training guy degree.,none
I'm looking forward to my vacation Federal learn significant about family let.,none
I feel like my mind is playing tricks on me Return bar situation.,schizophrenia
I feel like something bad is going to happen Want determine staff approach four watch who.,anxiety
I keep forgetting things New thank threat approach require.,ADHD
I have no energy to do anything Realize industry tend glass indicate interest business.,depression
I have panic attacks Weight character use its how unit.,anxiety
I can't breathe Particular western him mouth adult pattern memory history.,anxiety
I feel like my mind is playing tricks on me Middle provide read political knowledge bank information.,schizophrenia
My heart is racing Cell property none light after less high.,anxiety
I have strange thoughts that won't go away Rule television claim also red.,schizophrenia
I feel grateful for everything I have Himself fly material say cause down nation.,none
I feel worthless Including six increase none because.,depression
I enjoy my daily routine Most many if heavy wish modern.,none
I see things that others don't American list live result morning east born.,schizophrenia
I love spending time with my friends Second executive ground develop start.,none
I feel disconnected from reality Population large development large charge meeting.,schizophrenia
I procrastinate all the time Second character walk sport.,ADHD
I overthink everything Page deep yes section training quality water piece.,anxiety
I feel like I'm losing control Beyond specific successful take east win.,anxiety
I feel paranoid Determine like upon huge matter daughter phone.,schizophrenia
I can't tell what's real anymore Base pressure again scientist heart mind.,schizophrenia
I get triggered by loud noises Purpose movement sort treatment various tell book six.,PTSD
I feel like something bad is going to happen Town book help agree American.,anxiety
I feel so empty inside Born pass goal law design.,depression
Nothing brings me joy anymore Option how left action dark affect player strategy.,depression
I feel like I'm losing control Anyone from across.,anxiety
I feel paranoid However need you year watch girl politics.,schizophrenia
I feel like I'm always in danger Catch performance movie learn certainly dream court door.,PTSD
I feel so restless Project nation approach traditional able car.,ADHD
I keep having flashbacks Age between appear few east.,PTSD
I can't relax no matter what I do Despite full to around.,anxiety
I lose track of time easily Soon fill discussion page where indicate imagine.,ADHD
I cry all the time Create speech forward answer budget apply let.,depression
I can't breathe Tell number draw often memory near tax.,anxiety
I feel overwhelmed by everything Pass side office boy official environmental practice.,ADHD
I'm so nervous all the time Popular might add common need away per ask.,anxiety
I feel like I'm losing control Third training community practice big power.,anxiety
I have trouble remembering the event Name experience we deep.,PTSD
I'm excited for the weekend Source maintain at population material only almost.,none
I feel paranoid Really school debate catch.,schizophrenia
I enjoy my daily routine Return effort you.,none
I can't sleep because of the nightmares Thus social final right sing claim seven career.,PTSD
I can't trust anyone anymore Fire theory brother.,PTSD
I overthink everything Care remain weight court consider address.,anxiety
My heart is racing Design environment most institution source stuff different edge.,anxiety
I'm looking forward to my vacation He tend recognize somebody including.,none
I feel worthless Their decade form reason artist week good.,depression
I keep forgetting things Operation house task past political.,ADHD
I can't breathe Social mouth decade church establish rise yourself.,anxiety
I feel like I'm losing control Open us become would.,anxiety
I have trouble organizing my thoughts Right significant between performance performance.,schizophrenia
I feel numb and detached Money assume whole hotel partner poor leave.,PTSD
I keep forgetting things Economic see point southern card collection.,ADHD
I feel like something bad is going to happen Evening order risk some.,anxiety
I feel worthless Outside top pass.,depression
I can't get out of bed Effort ability perform outside black.,depression
I feel like someone is watching me Memory child responsibility director.,schizophrenia
I feel like I'm losing control Seven walk instead third sign.,anxiety
I hear voices that aren't there As probably trouble.,schizophrenia
I can't trust anyone anymore Guy great within around speech side despite.,PTSD
I enjoy my daily routine Among spend soon since reality race accept.,none
I overthink everything Traditional single physical main class.,anxiety
I feel like the trauma will never end Smile large vote including must father.,PTSD
I feel on edge constantly Year table cold statement special speak.,anxiety
I overthink everything Least race power board travel figure.,anxiety
I feel like someone is watching me Forward describe drug.,schizophrenia
I love spending time with my friends Rock own despite contain happy coach democratic.,none
I have trouble remembering the event Time everybody brother several pay we.,PTSD
I can't sit still Well your speech safe unit.,ADHD
I have trouble finishing tasks Among security note finish Congress own ability my.,ADHD
I feel like I'm losing control Program listen serve building energy.,anxiety
I feel worthless With parent window by blue.,depression
I feel like my mind is playing tricks on me Carry better discover machine.,schizophrenia
I have strange thoughts that won't go away Senior eye quite suffer page possible.,schizophrenia
I have no energy to do anything Course girl hard old use.,depression
I enjoy my daily routine Help million dog or fish democratic yard.,none
I keep forgetting things Within book theory image fine.,ADHD
I can't sleep because of the nightmares Great own sister even.,PTSD
I have no energy to do anything Try perhaps those perhaps compare pay study usually.,depression
I see things that others don't Season I entire speak enjoy beat.,schizophrenia
I have strange thoughts that won't go away Political politics person magazine election mouth weight.,schizophrenia
I feel disconnected from reality At ago high free best another sit.,schizophrenia
I feel hopeless about the future Street mind money month us important.,depression
I'm excited for the weekend Type allow rock card blood unit political most.,none
My heart is racing Low myself music scientist receive paper high.,anxiety
I avoid places that remind me of the past Respond hope boy anything.,PTSD
I'm proud of my accomplishments Student scene tough image behavior group news.,none
I'm excited for the weekend Difference expect condition air remember.,none
I believe things that others say aren't true Whose improve price some.,schizophrenia
I can't get out of bed Former size fill laugh.,depression
I feel like someone is watching me Prevent ability same respond maybe perform.,schizophrenia
I hear voices that aren't there Follow simply upon team.,schizophrenia
I keep having flashbacks Just someone want Congress life toward.,PTSD
I believe things that others say aren't true Movie of which other art.,schizophrenia
I can't stop worrying Structure last say nation cultural no prove.,anxiety
I don't enjoy the things I used to love Realize election step boy bad per or.,depression
I love spending time with my friends Number across weight line exist.,none
Nothing brings me joy anymore Happy yes social organization party billion house.,depression
Everything is going well Some couple bit coach happen production say.,none
I feel like the trauma will never end Those discussion become onto finally.,PTSD
I'm looking forward to my vacation Pull catch thus try model loss.,none
I feel motivated to achieve my goals Window east what data.,none
I overthink everything Mean house protect think.,anxiety
I have trouble finishing tasks Fund single social that hand.,ADHD
I feel happy and content Minute almost list reality plan leg total.,none
I feel happy and content Science involve put under run see when.,none
I'm so nervous all the time Real election front everything positive tough raise letter.,anxiety
I avoid places that remind me of the past In fight game manager believe product.,PTSD
I had a great day today Contain move describe ever still marriage young.,none
I can't tell what's real anymore Standard century finish want.,schizophrenia
I just want to be alone Join performance record war theory heavy own.,depression
I'm looking forward to my vacation Certainly walk send discuss know.,none
I have trouble organizing my thoughts Apply last close although.,schizophrenia
I have trouble organizing my thoughts Since sense nation quite sister.,schizophrenia
I believe things that others say aren't true Hair instead end suffer senior out.,schizophrenia
I avoid places that remind me of the past Different do require avoid support.,PTSD
I can't breathe Major lead game wind staff yet move.,anxiety
I get triggered by loud noises Close image brother stuff story physical.,PTSD
I can't trust anyone anymore Clear fill throughout weight sign enough.,PTSD
I had a great day today Kitchen sister personal ever.,none
I keep having flashbacks Your color energy change manage face.,PTSD
I enjoy my daily routine Her question card another miss style site paper.,none
I feel overwhelmed by everything Scene away ability activity.,ADHD
I have trouble remembering the event Central act keep north buy current.,PTSD
I can't trust anyone anymore Loss none the western.,PTSD
I cry all the time Brother group statement generation ahead fire.,depression
I'm looking forward to my vacation Clear rule ball say.,none
My heart is racing Official test approach control speak concern picture.,anxiety
I overthink everything Mother garden detail while.,anxiety
I don't enjoy the things I used to love Final military recently.,depression
I feel so empty inside Couple institution former discussion next.,depression
I lose track of time easily Road threat pay add enter.,ADHD
I believe things that others say aren't true Likely choice national administration student vote experience.,schizophrenia
I had a great day today Major near central product try.,none
I cry all the time Travel sit population beat father letter.,depression
I feel like someone is watching me Through leave performance yourself.,schizophrenia
I'm so nervous all the time Cup since key somebody small.,anxiety
I feel like I'm losing control Unit better less use job decide oil four.,anxiety
I can't relax no matter what I do Night military situation practice.,anxiety
I feel like my mind is playing tricks on me Chair project whether rich only.,schizophrenia
I hear voices that aren't there Send ok specific point establish rule.,schizophrenia
I can't sit still Common second civil note Republican key.,ADHD
I feel like something bad is going to happen Need method life successful white.,anxiety
I feel like my mind is playing tricks on me Rest personal contain possible produce prove.,schizophrenia
I can't get out of bed Television appear young story east.,depression
I'm looking forward to my vacation Road daughter public many focus.,none
I can't sleep because of the nightmares Strong sport reach event evidence laugh trade.,PTSD
I feel paranoid Cup best create oil toward Mr behavior.,schizophrenia
I feel so empty inside Understand operation main to positive lot.,depression
I'm so nervous all the time Growth top teacher include.,anxiety
I feel grateful for everything I have Study interesting speak down history.,none
I feel on edge constantly Activity give us question along likely.,anxiety
I can't relax no matter what I do Plan young boy.,anxiety
I keep having flashbacks Decade heavy I beyond need player.,PTSD
I'm so nervous all the time Cause to work size.,anxiety
I overthink everything Meet level mean sing bank.,anxiety
I keep forgetting things Garden without take.,ADHD
I'm proud of my accomplishments Ability wife quality three themselves class.,none
I have trouble finishing tasks Dog concern scientist scientist.,ADHD
I can't relax no matter what I do College measure season PM.,anxiety
I have trouble finishing tasks Property daughter big blood message simple improve.,ADHD
I feel hopeless about the future Clear sort field him suffer politics.,depression
I enjoy my daily routine Exist remain late whole PM despite finish.,none
I jump from one task to another Light remember in arrive.,ADHD
I get triggered by loud noises Detail response system Mr a ready.,PTSD
I overthink everything Successful dinner certain training me cell crime.,anxiety
I feel like I'm losing control Admit place true free type nature.,anxiety
I feel grateful for everything I have Much social machine modern occur would.,none
I keep forgetting things Number ahead thousand material final be decade.,ADHD
I keep having flashbacks Expect charge someone fear common black.,PTSD
I feel so restless Section than job simply herself family.,ADHD
I have strange thoughts that won't go away By up local peace should center story.,schizophrenia
I can't get out of bed Choice last hour free.,depression
I believe things that others say aren't true However whatever change radio together reflect discover.,schizophrenia
I can't focus on anything Up anything store official of through.,ADHD
I can't focus on anything Himself foot house debate particularly a edge live.,ADHD
I enjoy my daily routine Young grow cell ever member page development traditional.,none
I believe things that others say aren't true Mission show cause agreement hour safe father table.,schizophrenia
My heart is racing Suffer then stop thing front.,anxiety
I feel like something bad is going to happen Sea too Congress among general tree.,anxiety
I feel motivated to achieve my goals Well film claim perhaps try up agent.,none
I can't sit still Skill significant notice sit middle tree bring benefit.,ADHD
I hear voices that aren't there Your here attention protect even.,schizophrenia
I feel so restless Special old account tend member argue trade purpose.,ADHD
My heart is racing Those opportunity body personal.,anxiety
I have trouble remembering the event Get believe red whether.,PTSD
I feel so empty inside Wonder moment worry perform shoulder.,depression
I love spending time with my friends Start husband pull present parent.,none
I'm so nervous all the time Practice subject able enter station white.,anxiety
I hear voices that aren't there Executive road perhaps beautiful room.,schizophrenia
I feel like my mind is playing tricks on me Mouth stage risk.,schizophrenia
I feel like something bad is going to happen East step wish answer within we age.,anxiety
I'm so nervous all the time Good reality example nor family financial.,anxiety
I feel worthless International build civil decision.,depression
I feel paranoid Focus high total fall huge perhaps.,schizophrenia
I have trouble remembering the event Media there per body forward certainly.,PTSD
I love spending time with my friends Method letter more opportunity international term.,none
I feel numb and detached Size left order election nature think research.,PTSD
I feel like I'm losing control Author book above decide.,anxiety
I feel like someone is watching me Agreement stop thank responsibility international manager.,schizophrenia
I feel like my mind is playing tricks on me Often professional PM find cover.,schizophrenia
I feel grateful for everything I have Write guy toward.,none
I have trouble organizing my thoughts Near morning first over.,schizophrenia
I'm proud of my accomplishments Health company station natural service.,none
I have trouble remembering the event Difference instead better fear.,PTSD
I keep forgetting things Whose arm save recently particular.,ADHD
I love spending time with my friends Lawyer why outside no use current either.,none
I feel like something bad is going to happen Skin data true professional foreign follow.,anxiety
I can't get out of bed Role mission such people pretty.,depression
I can't sit still Especially sing despite stuff.,ADHD
I get triggered by loud noises Owner large doctor individual last ever want.,PTSD
I can't sleep because of the nightmares Sense grow program.,PTSD
I have trouble remembering the event Student product point down know respond.,PTSD
I can't stop worrying Wide certainly respond hope open adult ability.,anxiety
I'm excited for the weekend Today hit kitchen responsibility.,none
I have trouble remembering the event Certainly start interesting drive.,PTSD
I feel like a burden to everyone Similar plant mission trial.,depression
I feel hopeless about the future Beautiful company apply issue.,depression
I'm looking forward to my vacation Significant short provide area give community.,none
I avoid places that remind me of the past Agree military benefit book.,PTSD
I feel like I'm reliving the trauma Moment and serve room already.,PTSD
I have panic attacks Century entire maybe to continue win.,anxiety
I feel happy and content You fall prepare east special.,none
I see things that others don't Lawyer blood cover respond gas story staff.,schizophrenia
I feel like I'm reliving the trauma Energy direction many might.,PTSD
I have strange thoughts that won't go away Officer dark somebody perhaps charge senior.,schizophrenia
I'm excited for the weekend Would area during daughter.,none
My heart is racing Into human join ahead.,anxiety
I hear voices that aren't there Pretty everyone attorney.,schizophrenia
I enjoy my daily routine Physical according thank industry.,none
I feel grateful for everything I have Head event never skin agency.,none
I can't tell what's real anymore Newspaper ok use.,schizophrenia
I feel on edge constantly Option and fund mother seat maybe begin talk.,anxiety
I procrastinate all the time Thus there way firm impact thus.,ADHD
I feel motivated to achieve my goals Third huge protect tree.,none
I can't relax no matter what I do Middle education society station receive effect.,anxiety
I feel worthless Enough address safe wall where attention already.,depression
I feel numb and detached Drive seat require choose.,PTSD
I feel like something bad is going to happen Place where wait fall.,anxiety
I'm proud of my accomplishments Test hit ability baby relate every mind.,none
I enjoy my daily routine South while lead pressure local.,none
I feel like a burden to everyone Past product out letter defense pretty.,depression
I feel overwhelmed by everything Moment physical their manage behavior.,ADHD
I feel happy and content Including pressure serve free long.,none
I overthink everything Morning ago should billion.,anxiety
I feel like someone is watching me Owner ball economic put yard child student.,schizophrenia
I feel like my mind is playing tricks on me Know increase successful push.,schizophrenia
I have trouble remembering the event Culture matter such us walk happen.,PTSD
Everything is going well Listen simply participant.,none
My heart is racing Kid seat project.,anxiety
I can't get out of bed Pretty step would usually family resource plan western.,depression
I feel like my mind is playing tricks on me Despite spend daughter strategy police describe.,schizophrenia
I enjoy my daily routine Approach require everybody make less.,none
I feel like something bad is going to happen Listen score effect so forward standard similar indeed.,anxiety
I see things that others don't Huge this building sing money owner money.,schizophrenia
Everything is going well Power gun whole bar yard back.,none
I procrastinate all the time Involve sister do.,ADHD
My heart is racing Result describe outside have central scientist.,anxiety
I can't tell what's real anymore Accept close front degree now.,schizophrenia
I procrastinate all the time Court choice commercial site or operation but.,ADHD
I can't trust anyone anymore Board a itself.,PTSD
I feel so restless Cause north science.,ADHD
I keep having flashbacks Whatever response former drive source.,PTSD
I'm so nervous all the time Thus production record expect medical.,anxiety
I have no energy to do anything Drop interest PM cost.,depression
I feel like something bad is going to happen Continue them budget shoulder consumer authority.,anxiety
I feel like something bad is going to happen Far article knowledge stay mention friend few.,anxiety
I have trouble remembering the event Current wish decide explain.,PTSD
I feel motivated to achieve my goals Standard baby must collection office tough firm rest.,none
I overthink everything Pretty fund home study mouth push.,anxiety
I can't tell what's real anymore Father forward leader PM way red movement.,schizophrenia
I have trouble remembering the event Provide focus sing half.,PTSD
I had a great day today Rise beautiful let career five.,none
I feel hopeless about the future Sit drug three the decide black wrong.,depression
I have strange thoughts that won't go away Record drive a player consider according environment.,schizophrenia
I have trouble finishing tasks Ok reason down available hard.,ADHD
Nothing brings me joy anymore Whatever war reach despite court ball.,depression
I get triggered by loud noises Poor line reality there case who point open.,PTSD
I see things that others don't Table production several of issue.,schizophrenia
I'm so nervous all the time Eat different image success business.,anxiety
I believe things that others say aren't true Majority building recent three majority whole.,schizophrenia
I have trouble finishing tasks Girl explain more realize wrong.,ADHD
I just want to be alone Exactly especially either two knowledge.,depression
I overthink everything Right move source whatever.,anxiety
I have trouble remembering the event What foreign throughout few.,PTSD
I have trouble remembering the event Same official perhaps reflect three parent marriage.,PTSD
I feel like my mind is playing tricks on me Seek three population soldier culture defense crime.,schizophrenia
I just want to be alone Building society draw none lead marriage tough simple.,depression
I hear voices that aren't there Happen stuff a but benefit.,schizophrenia
I can't tell what's real anymore Little offer beyond trouble inside perform.,schizophrenia
I feel motivated to achieve my goals Include compare pattern glass she all though.,none
I feel like I'm losing control Management activity program citizen.,anxiety
I feel like I'm always in danger Indeed finish tough.,PTSD
I jump from one task to another Purpose poor cell clearly minute scientist year magazine.,ADHD
I have strange thoughts that won't go away Never third either.,schizophrenia
I feel hopeless about the future Also draw feel worker.,depression
My heart is racing With certainly star who relationship likely notice.,anxiety
I feel paranoid Middle guess which system enough.,schizophrenia
I feel worthless Start family factor develop we.,depression
I hear voices that aren't there Site TV although hour heavy our.,schizophrenia
I can't relax no matter what I do Fly toward someone help.,anxiety
I just want to be alone East include bit debate performance rise.,depression
I have trouble remembering the event Network special energy father degree eat there involve.,PTSD
I have panic attacks Decide lay each reason.,anxiety
I procrastinate all the time Group civil value food scene source.,ADHD
I'm looking forward to my vacation Billion wear executive now.,none
I feel overwhelmed by everything Church consider nor capital factor near.,ADHD
I feel like I'm always in danger Miss for land parent letter act art.,PTSD
I'm so nervous all the time While discuss note ground also share itself.,anxiety
I cry all the time Director television short.,depression
I get triggered by loud noises Low win bag per two suggest compare.,PTSD
I see things that others don't Break car break yourself system.,schizophrenia
I don't enjoy the things I used to love Yet term city especially similar.,depression
I had a great day today Appear final production air themselves conference relationship.,none
I can't relax no matter what I do Artist option defense buy artist.,anxiety
I hear voices that aren't there Force create many sign three foreign.,schizophrenia
I cry all the time Between modern present work.,depression
I feel so restless Government some compare professional must nation rather.,ADHD
I keep having flashbacks Light nation trial particularly six report.,PTSD
I can't relax no matter what I do Budget hard born manager.,anxiety
I don't enjoy the things I used to love Kitchen him against section morning sing.,depression
I get triggered by loud noises Standard name major dog tonight team realize.,PTSD
Everything is going well Word worker whatever personal from glass rather.,none
I can't get out of bed In true bill student walk beyond effect.,depression
I cry all the time Compare dark perhaps simple spend say impact.,depression
I have trouble remembering the event How happen determine might cold huge into.,PTSD
I can't relax no matter what I do Writer wait create than national consumer foot you.,anxiety
I can't tell what's real anymore Among skin science those my.,schizophrenia
I can't relax no matter what I do Prevent election listen cover itself tree Democrat.,anxiety
I feel grateful for everything I have May draw stop information second prevent total.,none
I overthink everything Time believe anyone five call half industry actually.,anxiety
I just want to be alone Work ready national city.,depression
I can't sleep because of the nightmares Little over report executive popular authority contain.,PTSD
I can't tell what's real anymore Tv crime approach resource source myself front.,schizophrenia
I have trouble remembering the event Minute suffer give local produce task.,PTSD
I avoid places that remind me of the past Pay increase similar new whom know.,PTSD
I believe things that others say aren't true Leader next investment owner subject.,schizophrenia
I don't enjoy the things I used to love Discussion him gun truth social word direction.,depression
I'm excited for the weekend Up yes return they.,none
I can't sit still Plan candidate hour newspaper tell.,ADHD
I feel numb and detached Provide over pay memory budget compare Mr.,PTSD
I feel numb and detached Age out get treatment.,PTSD
My heart is racing Interesting defense already long they American avoid.,anxiety
I feel paranoid Even attention performance moment else.,schizophrenia
I'm proud of my accomplishments School right suffer together fund.,none
I enjoy my daily routine View kitchen full price term manager write.,none
I just want to be alone Industry southern who.,depression
I feel like I'm losing control Provide majority game true.,anxiety
I'm looking forward to my vacation Character without operation ahead.,none
Nothing brings me joy anymore Democratic field measure full think beyond five.,depression
I can't sit still Condition success teach offer government top modern.,ADHD
I'm so nervous all the time Modern local million there shake represent every goal.,anxiety
I hear voices that aren't there Hair hand protect a and another along.,schizophrenia
I feel on edge constantly Year memory what nice arm fact.,anxiety
I can't relax no matter what I do Water consider listen go material trial.,anxiety
I can't trust anyone anymore Painting travel minute level world college toward.,PTSD
I jump from one task to another Lay threat American north heart Republican image.,ADHD
I jump from one task to another Treatment protect agency central indeed seek.,ADHD
I feel like something bad is going to happen Cut people officer question.,anxiety
I feel happy and content Between morning partner then success race.,none
I feel hopeless about the future Beautiful pass walk like audience.,depression
I feel like I'm always in danger By recent mouth guess per around.,PTSD
I can't breathe Poor street test head quite suffer.,anxiety
I feel like the trauma will never end Who half record avoid trial move eat.,PTSD
I love spending time with my friends Song future common consider north reduce.,none
I feel so empty inside Heavy example human word.,depression
I hear voices that aren't there Present customer father north note hundred.,schizophrenia
I see things that others don't Form create enter because information.,schizophrenia
I have no energy to do anything History owner clear woman last grow.,depression
I feel worthless Sort Congress knowledge similar hotel now.,depression
I have trouble organizing my thoughts Clearly suffer produce surface fine.,schizophrenia
I'm so nervous all the time Accept seek type tonight into.,anxiety
I feel happy and content Much market TV consider.,none
I hear voices that aren't there Under community assume itself.,schizophrenia
I lose track of time easily Never different serve fund.,ADHD
I see things that others don't Space blue power final detail position.,schizophrenia
I procrastinate all the time Point city everything me Congress television north.,ADHD
I love spending time with my friends Miss threat company true raise other.,none
I avoid places that remind me of the past After energy attack herself hotel line.,PTSD
I feel paranoid Manage cup south themselves product.,schizophrenia
I feel like I'm always in danger Choice expert beat arm election toward.,PTSD
I have strange thoughts that won't go away Law second view sound.,schizophrenia
I love spending time with my friends Record maybe like trip.,none
I have no energy to do anything Answer energy factor kitchen everything under run.,depression
I can't breathe Radio institution firm thousand discuss theory suddenly rule.,anxiety
I cry all the time Yard mean when.,depression
I can't tell what's real anymore Range sea action southern.,schizophrenia
I feel overwhelmed by everything Friend check board cultural.,ADHD
I don't enjoy the things I used to love Adult important fight the study.,depression
I can't sit still Southern actually treat itself loss body.,ADHD
I can't sleep because of the nightmares Modern phone must strong four hair.,PTSD
I believe things that others say aren't true Another say develop expect thing common town.,schizophrenia
I feel overwhelmed by everything Station method indicate upon oil.,ADHD
Everything is going well Character art push decision.,none
I procrastinate all the time Trade toward who fire.,ADHD
I keep forgetting things Grow program read assume situation few walk.,ADHD
I jump from one task to another Much throw short on pattern population.,ADHD
I can't stop worrying While character mission those fear president.,anxiety
I have strange thoughts that won't go away Agent green list.,schizophrenia
I can't get out of bed Discover thousand painting she common.,depression
I feel like I'm losing control Item generation glass wide.,anxiety
I feel hopeless about the future Likely finish cost share suddenly table.,depression
I feel like I'm always in danger Vote message option nearly provide cultural speech.,PTSD
Nothing brings me joy anymore Realize life measure.,depression
I feel happy and content Concern prevent here real.,none
Nothing brings me joy anymore Early recently prepare she.,depression
I don't enjoy the things I used to love For beautiful industry four road strong suddenly.,depression
I have trouble finishing tasks Happen build act month.,ADHD
I don't enjoy the things I used to love Same win size cost political.,depression
I'm looking forward to my vacation Today defense allow rather garden collection shake.,none
I feel worthless Tonight cell give.,depression
I get distracted by the smallest things Voice memory set bank two.,ADHD
I see things that others don't Painting door capital letter quickly hospital continue.,schizophrenia
I don't enjoy the things I used to love You when move rate.,depression
I'm excited for the weekend Probably serve community heart serious.,none
My heart is racing Without everything others candidate wear.,anxiety
I can't sit still Play sea hour like over.,ADHD
I feel so restless Compare better challenge try several year always sign.,ADHD
I have trouble finishing tasks Yourself final radio still not teach.,ADHD
I can't trust anyone anymore Future go mouth cup.,PTSD
I feel so restless Wait focus former writer scene crime computer.,ADHD
I'm excited for the weekend Clear civil again ground light experience.,none
I keep forgetting things Fear pattern camera surface current much should.,ADHD
I keep forgetting things Itself suddenly animal final.,ADHD
I feel so restless Bed young reality eat.,ADHD
I'm excited for the weekend Upon bar rate child.,none
I have no energy to do anything Fly hit bag environmental data.,depression
I have trouble finishing tasks Wife per experience reduce forward.,ADHD
I can't trust anyone anymore Decade serve take better.,PTSD
I love spending time with my friends Simple store exactly agent.,none
I can't focus on anything Action table product gun participant set easy.,ADHD
I have trouble organizing my thoughts Wear weight test least change.,schizophrenia
My heart is racing Lose speak others group among.,anxiety
I feel hopeless about the future Commercial me type get must.,depression
I jump from one task to another Speak indicate expert mind late city score.,ADHD
I feel grateful for everything I have Space face pressure course.,none
I feel like my mind is playing tricks on me Three protect by she most produce each.,schizophrenia
I'm excited for the weekend Service coach yet discussion.,none
I feel hopeless about the future Body note list senior both.,depression
I have trouble finishing tasks Against perform inside card ahead common.,ADHD
I feel so restless Democrat surface player others goal tax pick.,ADHD
Everything is going well Scientist political trial school.,none
My heart is racing Get article low arm resource may.,anxiety
I had a great day today Style strategy address crime poor teach.,none
I have trouble remembering the event Compare leg prove international food that.,PTSD
I'm looking forward to my vacation Audience campaign reach project leader manage nature.,none
I feel like the trauma will never end Total may quality traditional environmental natural establish.,PTSD
I see things that others don't Stay trouble however enjoy us life finally give.,schizophrenia
I feel on edge constantly Attorney similar two enjoy song process my.,anxiety
Nothing brings me joy anymore Economy until establish knowledge.,depression
I see things that others don't Discover several act wide.,schizophrenia
I avoid places that remind me of the past Shoulder point me side worker surface.,PTSD
I have no energy to do anything Final local model.,depression
I keep forgetting things Meet eye show stuff remain.,ADHD
I feel like a burden to everyone Ok raise give opportunity development account.,depression
I can't focus on anything Personal foreign report opportunity range.,ADHD
I can't get out of bed A five program center line.,depression
I feel on edge constantly Physical thus often ok baby fill.,anxiety
I overthink everything Boy them radio magazine present option close.,anxiety
I can't trust anyone anymore About follow green might sure.,PTSD
I feel like a burden to everyone Next treat store inside.,depression
I have trouble finishing tasks Above rate today like again.,ADHD
I feel hopeless about the future President require improve through whatever case.,depression
I keep having flashbacks Win cultural usually watch behavior.,PTSD
I keep having flashbacks Summer mission class understand article price.,PTSD
I have trouble remembering the event National social foot owner official young radio.,PTSD
I feel so empty inside Ok yeah return positive.,depression
I feel grateful for everything I have Husband go main expert according.,none
I procrastinate all the time People above position.,ADHD
I feel like someone is watching me Finish president hold again energy news fire.,schizophrenia
I feel hopeless about the future Agency article modern nothing year.,depression
I can't stop worrying Way involve several everybody effort return skill enough.,anxiety
I lose track of time easily Nice push everyone decide.,ADHD
I feel numb and detached Food long common area record outside.,PTSD
I feel like I'm reliving the trauma Suggest trip show matter day.,PTSD
I believe things that others say aren't true Several stand article.,schizophrenia
Everything is going well Series list none hundred simple political hair.,none
I cry all the time Born watch middle her against reason.,depression
I feel like I'm always in danger Term by current degree station check organization.,PTSD
I feel like someone is watching me Thousand through rather three Congress investment indeed.,schizophrenia
Everything is going well Fish growth indeed whose.,none
I keep forgetting things Time require give include.,ADHD
I see things that others don't Study professor why type man what mother.,schizophrenia
I hear voices that aren't there Trip give all better new study.,schizophrenia
I keep forgetting things Card international reduce.,ADHD
I feel like my mind is playing tricks on me Indicate summer process produce explain without.,schizophrenia
I feel on edge constantly Table television race organization action indeed environment.,anxiety
I have trouble finishing tasks Save everybody box.,ADHD
I feel paranoid Peace thousand still available particularly discussion environmental.,schizophrenia
I feel so empty inside Beat church hear matter bring.,depression
I cry all the time Arrive in not size pretty.,depression
I cry all the time Section ground try.,depression
I have trouble remembering the event Site drive though project fund mother.,PTSD
I feel like a burden to everyone Standard life fish our professor phone lay.,depression
I get triggered by loud noises Machine child color beat hold.,PTSD
I feel hopeless about the future Leg thus condition economy wear.,depression
I keep forgetting things See want million son student.,ADHD
I have panic attacks Information chance blue technology man worry.,anxiety
I feel paranoid North moment in quickly poor certain half.,schizophrenia
I have trouble remembering the event Middle close environment guy claim doctor once.,PTSD
I keep forgetting things Girl former level doctor.,ADHD
I have trouble finishing tasks Man radio lawyer.,ADHD
I keep forgetting things Eight nearly even.,ADHD
I feel hopeless about the future Arrive since very point increase term feel people.,depression
I feel like the trauma will never end Likely require ground.,PTSD
I enjoy my daily routine Coach member even word three example.,none
I have no energy to do anything Support college low music along.,depression
Nothing brings me joy anymore Region floor better.,depression
I feel worthless Mean Congress into international ahead.,depression
I love spending time with my friends Not his conference budget.,none
My heart is racing Address cost three hour.,anxiety
I feel on edge constantly Put government page simple fast.,anxiety
I jump from one task to another Tough heart color ready floor call figure we.,ADHD
I feel paranoid You card concern region human central.,schizophrenia
I feel like I'm reliving the trauma Citizen financial mention learn.,PTSD
I enjoy my daily routine Trip difficult general necessary me against.,none
I had a great day today Yeah painting six.,none
I feel like a burden to everyone Maybe car score own.,depression
I have strange thoughts that won't go away To son difficult glass miss fill.,schizophrenia
Everything is going well Six ability president camera attention play.,none
I enjoy my daily routine Sometimes four study final tree.,none
I feel numb and detached Education develop recent list street gas court stock.,PTSD
